icao_code,telephony,company_name,country,is_virtual,notes
ASE,ASERTEC,"SERVICIOS DE AVIACION ASERTEC, S.A. DE C.V.",MEXICO,f,
ASF,AUSTRIAN AIRFORCE,AUSTRIAN AIR FORCE,AUSTRIA,f,
ASH,AIR SHUTTLE,"MESA AVIATION SERVICES, INC. (FARMINGTON, NM)",UNITED STATES,f,
ASI,AEROSUN,"AEROGUARD FLIGHT TRAINING CENTER (PHOENIX, AZ)",UNITED STATES,f,
ASJ,ASTONJET,ASTONJET,FRANCE,f,
ASK,MULTISKY,AERO SKY S.L.,SPAIN,f,
ASL,AIR SERBIA,AIR SERBIA,SERBIA,f,
ASM,AWESOME,AWESOME FLIGHT SERVICES (PTY) LTD,SOUTH AFRICA,f,
ASN,AIRSENSING,RS SERVICIOS DE TELEDETECCION,SPAIN,f,
ASO,AEROSUL,AEROSUL TAXI AEREO LTDA,BRAZIL,f,
ASP,AIRSPRINT,AIRSPRINT INC.,CANADA,f,
ASQ,ACEY,EXPRESSJET AIRLINES,UNITED STATES,f,
ASR,SOTRAVIA,AERO SOTRAVIA,FRANCE,f,
AST,THAI SUMMER,THAI SUMMER AIRWAYS COMPANY LIMITED,THAILAND,f,
ASV,AIR SEOUL,AIR SEOUL,REPUBLIC OF KOREA,f,
ASW,ASIAWAYS,ASIA AIRWAYS,TAJIKISTAN,f,
ASX,AIRSPEC,AIR SPECIAL,CZECHIA,f,
ASY,AUSSIE,ROYAL AUSTRALIAN AIR FORCE,AUSTRALIA,f,
ASZ,ASCENSION,"ASCENSION AIR MANAGEMENT, INC. (ATLANTA, GA)",UNITED STATES,f,
ATB,TRANS-BURUNDI,AIRLINE TRANSPORT INCORPORATION,BURUNDI,f,
ATC,TANZANIA,AIR TANZANIA,UNITED REPUBLIC OF TANZANIA,f,
ATF,AEROTECNICAS,COMPANIA AEROTECNICAS FOTOGRAFICAS,SPAIN,f,
ATG,MOLDCARGO,AEROTRANSCARGO,REPUBLIC OF MOLDOVA,f,
ATH,GLOBESTAR,AIRCRAFT SYSTEMS SOUTH AFRICA,SOUTH AFRICA,f,
ATI,ART AVIA,ART AVIA,RUSSIAN FEDERATION,f,
ATK,AEROTACA,AEROTAXI CASANARE LTDA.,COLOMBIA,f,
ATL,AIR BREMEN,"ATLAS AIR SERVICE AG, GANDERKESEE",GERMANY,f,
ATM,AIRTAS,AIRLINES OF TASMANIA T/A PAR AVION,AUSTRALIA,f,
ATN,AIR TRANSPORT,"AIR TRANSPORT INTERNATIONAL (LITTLE ROCK, AR)",UNITED STATES,f,
ATP,ALTIPLANO,"SERVICIOS AEREOS DEL ALTIPLANO, S.A. DE C.V.",MEXICO,f,
ATQ,COLIBRI,CHC HELICOPTERS NIGERIA LIMITED,NIGERIA,f,
ATR,ATRAK AIR,ATRAK AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
ATS,AIR ATLAS,ATLAS KHOMEIN KISH,IRAN (ISLAMIC REPUBLIC OF),f,
ATT,HANN,AIR TASHKENT,UZBEKISTAN,f,
ATU,BERLIN SKY,AEROTOURS,GERMANY,f,
ATV,AVANTI AIR,"AVANTI AIR GMBH & CO. KG, BURBACH",GERMANY,f,
ATW,DEVIL,AIR ANTWERP,BELGIUM,f,
ATX,AIRSWIFT,AIRSWIFT TRANSPORT INC.,PHILIPPINES,f,
ATY,AIRCARE,AIRTRAFFIC LIMITED,KENYA,f,
ATZ,ACE TAXI,ACE AIR,REPUBLIC OF KOREA,f,
AUA,AUSTRIAN,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,f,
AUD,GENIE,"TRANS NORTHERN AIRWAYS, LLC",UNITED STATES,f,
AUE,AIR UNIVERSE,UNIVERSAL AVIATION ACADEMY,REPUBLIC OF KOREA,f,
AUG,GEO UNIVERSITY,GEORGIAN AVIATION UNIVERSITY,GEORGIA,f,
AUH,SULTAN,PRESIDENTIAL FLIGHT,UNITED ARAB EMIRATES,f,
AUI,UKRAINE INTERNATIONAL,UKRAINE INTERNATIONAL AIRLINES,UKRAINE,f,
AUK,AURIC SERVICES,AURIC AIR SERVICES LTD,UNITED REPUBLIC OF TANZANIA,f,
AUL,ARCHANGELSK AIR,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,f,
AUN,COMMON SKY,COMMON SKY A & N LUFTFAHRT GMBH,AUSTRIA,f,
AUR,AYLINE,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,f,
AUT,AUSTRAL,CIELOS DEL SUR S.A. - AUSTRAL,ARGENTINA,f,
AUU,ARGO,AURORA FLIGHT SCIENCES,UNITED STATES,f,
AUV,ASIA UNION,ASIA UNION AIRLINES JV LLC,UZBEKISTAN,f,
AVA,AVIANCA,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,f,
AVB,BEAUPAIR,AVIATION BEAUPORT LTD.,UNITED KINGDOM,f,
AVC,AIRTEAM VARNA,AVIOOTRIAD VARNA LTD,BULGARIA,f,
AVD,ALAMO,ALAMO AVIACION S.L.,SPAIN,f,
AVE,AVEX AIR,AVEX AIR TRANSPORT (PTY) LTD T/A AVEX AIR,SOUTH AFRICA,f,
AVF,AVES FLIGHT,"AVES FLIGHT SHARE, S.A. DE C.V.",MEXICO,f,
AVH,KENT HELI,AV8 HELICOPTERS LTD,UNITED KINGDOM,f,
AVJ,ATOMIC,AVIA TRAFFIC COMPANY,KYRGYZSTAN,f,
AVK,AVIATE-COPTER,AV8 HELICOPTERS,SOUTH AFRICA,f,
AVL,SKY VENTURES,"AVIATION ADVENTURES (MANASSAS, VA)",UNITED STATES,f,
AVM,AVEMEX,"AVEMEX, S.A. DE C.V.",MEXICO,f,
AVN,AIR VAN,AIR VANUATU,VANUATU,f,
AVO,AVIATION WORK,AVIATION AT WORK PTY LTD,SOUTH AFRICA,f,
AVP,AVIA PUEBLA,"AVIACION CORPORATIVA DE PUEBLA, S.A. DE C.V.",MEXICO,f,
AVQ,AVIC,AVIC - INTERNATIONAL FLIGHT TRAINING ACADEMY (AIFA),SOUTH AFRICA,f,
AVR,AVAEXPRESS,REGIONAL EXPRESS AMERICAS SAS - AVIANCA EXPRESS,COLOMBIA,f,
AVS,AVIALSA,"AVIALSA T-35, S.L.",SPAIN,f,
AVV,WING MAN,AVIATOR AVIATION,EGYPT,f,
AVW,AVIRO,AVIRO AIR,ROMANIA,f,
AVY,AEROVARADERO,"AEROVARADERO, S.A.",CUBA,f,
AVZ,AIR VALENCIA,"AIR VALENCIA, S.L.",SPAIN,f,
AWA,CAPELLA,ASTRA AIRWAYS LIMITED (TRADEMARK 'AIR ASTRA'),BANGLADESH,f,
AWC,ZAP,TITAN AIRWAYS LTD,UNITED KINGDOM,f,
AWG,ANIMA WINGS,ANIMA WINGS AVIATION S.A.,ROMANIA,f,
AWH,AEROWEST,AEROWEST GMBH,GERMANY,f,
AWI,WISCONSIN,"AIR WISCONSIN AIRLINES CORPORATION (APPLETON, WI)",UNITED STATES,f,
AWJ,SAHEL AIRLINES,SAHEL AIRLINES,NIGER,f,
AWK,AIRWORK,AIRWORK HOLDINGS LIMITED,NEW ZEALAND,f,
AWM,ASIAN STAR,ASIAN WINGS AIRWAYS LTD,MYANMAR,f,
AWN,AIR NIAMEY,AIR NIAMEY S.A.,NIGER,f,
AWQ,WAGON AIR,"INDONESIA AIRASIA, PT.",INDONESIA,f,
AWS,ARAB WINGS,ARAB WINGS COMPANY,JORDAN,f,
AWT,ALBAWINGS,ALBAWINGS,ALBANIA,f,
AWU,SYLT AIR,"SYLT AIR GMBH, SYLT-OST",GERMANY,f,
AWW,AWA,AWA AIRWAYS,IRAN (ISLAMIC REPUBLIC OF),f,
AWX,ALLWEATHER,CAA DIRECTORATE OF AIRSPACE POLICY (IFP),UNITED KINGDOM,f,
AWY,RED KITE,AIRWAYS AVIATION ACADEMY LTD,UNITED KINGDOM,f,
AXA,AMIRA,RP AIRCRAFT MANAGEMENT GMBH,AUSTRIA,f,
AXB,EXPRESS INDIA,AIR INDIA EXPRESS,INDIA,f,
AXC,AIRSPUP,INDOCHINA AIRLINES JOINT STOCK COMPANY,VIET NAM,f,
AXD,AIR SUDEX,AIR EXPRESS,SUDAN,f,
AXE,GALILEO,"AIREXPLORE, S.R.O.",SLOVAKIA,f,
AXG,FORTUNE,AIR X CHARTER GERMANY GMBH,GERMANY,f,
AXH,SERVAY,"SERVICIOS AEREOS A&H, C.A.",VENEZUELA,f,
AXJ,ALEX JET,ALEXJETS SAN MARINO S.R.L,SAN MARINO,f,
AXK,EXPRESS JET,AFRICAN EXPRESS AIRWAYS,KENYA,f,
AXL,ANGUILLA,ANGUILLA AIR SERVICES LTD,UNITED KINGDOM,f,
AXM,RED CAP,AIRASIA SDN BHD,MALAYSIA,f,
AXN,ASTRA,ASCEND AIRWAYS MALAYSIA,MALAYSIA,f,
AXO,AXIO,FENIX AIR CHARTER,UNITED STATES,f,
AXP,AEROMAX SPAIN,"AEROMAX, S.L.",SPAIN,f,
AXQ,ACTION AIR,ACTION AIRLINES (ACTION AIR CHARTER),UNITED STATES,f,
AXS,AXIS,AXIS AVIATION SAN MARINO S.R.L.,SAN MARINO,f,
AXT,AXTRANSPORTER,"AX TRANSPORTER, S.A. DE C.V.",MEXICO,f,
AXV,AVA,AVA AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
AXY,LEGEND,AIR X CHARTER,MALTA,f,
AYA,ACADEMY AIR,"FEDERAL AVIATION ADMINISTRATION (FAA) ACADEMY (OKLAHOMA CITY, OK)",UNITED STATES,f,
AYE,AIR YING AN,"YUNNAN YINGAN AIRLINES CO., LTD",CHINA,f,
AYH,ANDES,AVIOANDES S.A.,ECUADOR,f,
AYJ,ALLEY JET,ZEMAN NEXTGEN,GERMANY,f,
AYL,ALPINE NEPAL,ALPINE AIR PRIVATE LIMITED,NEPAL,f,
AYM,AIRMAN,"AIRMAN, S.L.",SPAIN,f,
AYN,ARYSTAN,FLYARYSTAN,KAZAKHSTAN,f,
AYR,CYGNET,FLIGHT TRAINING EUROPE S.L.,SPAIN,f,
AYT,AYIT,AYIT AVIATION & TOURISM,ISRAEL,f,
AYV,CARGWAY,"AIRWAYS SERVICES & SUPPORT AS&S, C.A.",VENEZUELA,f,
AZA,ALITALIA,ALITALIA SOCIETÀ AEREA ITALIANA S.P.A.,ITALY,f,
AZB,AIR ZAMBIA,ZAMBIA AIRWAYS (2014) LIMITED,ZAMBIA,f,
AZD,MAILMAN,ZIMEX AVIATION AUSTRIA,AUSTRIA,f,
AZE,ARCUS AIR,"ARCUS AIR GMBH & CO. KG, ZWEIBRUECKEN",GERMANY,f,
AZF,AIR ZERMATT,AIR ZERMATT AG,SWITZERLAND,f,
AZG,SILK WEST,SILK WAY WEST AIRLINES,AZERBAIJAN,f,
AZH,HELIAZE,SW HELICOPTER SERVICES,AZERBAIJAN,f,
AZI,GREEK STAR,ASTRA AIRLINES,GREECE,f,
AZM,AZMAN AIR,AZMAN AIR SERVICES LTD.,NIGERIA,f,
AZN,AMAZONAS,AMASZONAS S.A.,BOLIVIA,f,
AZO,AZIMUTH-DON,JSC AZIMUTH AIRLINES,RUSSIAN FEDERATION,f,
AZP,GUARANI,COMPANIA DE AVIACION PARAGUAYA S.A.,PARAGUAY,f,
AZQ,SILK LINE,SILK WAY AIRLINES,AZERBAIJAN,f,
AZR,ZENAIR,ZENITH AIR CC,SOUTH AFRICA,f,
AZS,ZITOTRANS,AVIACON ZITOTRANS,RUSSIAN FEDERATION,f,
AZT,AZIMUT,"AZIMUT, S.A.",SPAIN,f,
AZU,AZUL,AZUL LINHAS AEREAS BRASILEIRAS S/A,BRAZIL,f,
AZV,AZUR AIR,AZUR AIR,RUSSIAN FEDERATION,f,
AZW,AIR ZIMBABWE,AIR ZIMBABWE,ZIMBABWE,f,
AZX,AZIMA,AIR MAX AFRICA,GABON,f,
AZY,AZTEC WORLD,"AZTEC WORLDWIDE AIRLINES, INC. (FT. LAUDERDALE, FL)",UNITED STATES,f,
AZZ,AZZA TRANSPORT,AZZA TRANSPORT CO. LTD,SUDAN,f,
BAA,BALKAN AGRO,BALKAN AGRO AVIATION,BULGARIA,f,
BAB,BAHRAIN AIR,BAHRAIN AIR,BAHRAIN,f,
BAD,BADLANDS,"FLIGHT DEVELOPMENT, LLC (WATKINS, CO)",UNITED STATES,f,
BAF,BELGIAN AIRFORCE,BELGIAN AIR FORCE,BELGIUM,f,
BAG,BIRDBASE,BIRDBASE AVIATION GMBH,AUSTRIA,f,
BAH,BAHRAIN,BAHRAIN ROYAL FLIGHT (BAH),BAHRAIN,f,
BAI,BONITO AIR,"PUEBLO BONITO AIR, S.A. DE C.V.",MEXICO,f,
BAJ,BAKER AVIATION,"BAKER AVIATION, INC. (KOTZEBUE, AK)",UNITED STATES,f,
BAK,BLACKHAWK,"BLACKHAWK AIRWAYS, INC. (JANESVILLE, WI)",UNITED STATES,f,
BAL,BALMORAL,BALMORAL CENTRAL CONTRACTS,SOUTH AFRICA,f,
BAN,PENGUIN,BRITISH ANTARCTIC SURVEY,UNITED KINGDOM,f,
BAO,AVANGARD,"BADEN AIRCRAFT OPERATION GMBH, RHEINMUENSTER",GERMANY,f,
BAP,BIG APPLE,TRANS INTERNATIONAL EXPRESS AVIATION,UNITED STATES,f,
BAQ,LAT CARGO,BALTIC JET CARGO,LATVIA,f,
BAR,BARAKAH,ABU DHABI AVIATION,UNITED ARAB EMIRATES,f,
BAS,AEROSERV,AERO SERVICES,BARBADOS,f,
BAT,GHERKIN,BRITISH AIRWAYS (BA) LTD,UNITED KINGDOM,f,
BAV,BAMBOO,BAMBOO AIRWAYS,VIET NAM,f,
BAW,SPEEDBIRD,BRITISH AIRWAYS,UNITED KINGDOM,f,
BBA,BOMBARDIER,BOMBARDIER INC.,CANADA,f,
BBB,BLACKBIRD,BLACKBIRD AIR A/S,DENMARK,f,
BBC,BANGLADESH,BANGLADESH BIMAN,BANGLADESH,f,
BBE,BABEL AIR,ABABEEL AVIATION CO. LTD,SUDAN,f,
BBG,CANDIA BIRD,BLUE BIRD AIRWAYS,GREECE,f,
BBI,SKY NET,X2 AIR LIMITED,NIGERIA,f,
BBJ,BLUE KOREA,BLUE AIR LINES,REPUBLIC OF KOREA,f,
BBK,BABAK,B&K AERO KZ LLP,KAZAKHSTAN,f,
BBL,IRON BIRD,BBN AIRLINES INDONESIA,INDONESIA,f,
BBN,BRABAZON,CAA AIRWORTHINESS DIVISION,UNITED KINGDOM,f,
BBO,BABCOCK,HELISUL,PORTUGAL,f,
BBQ,EASTERN EXPRESS,"EASTERN AIR EXPRESS, LLC",UNITED STATES,f,
BBR,SANTA BARBARA,"SANTA BARBARA AIRLINES, C.A.",VENEZUELA,f,
BBT,BIG BLUE,BBN AIRLINES,TURKEY,f,
BBW,BEEBEE AIRWAYS,BB AIRWAYS PVT. LIMITED,NEPAL,f,
BBX,BLUEBEL,BEL AIR AVIATION A/S,DENMARK,f,
BBY,YEMEN BLUE,BLUE BIRD AVIATION,YEMEN,f,
BBZ,COBRA,BLUE BIRD AVIATION LTD,KENYA,f,
BCA,BLUE SKY MONGOLIA,"BLUE SKY AVIATION CO., LTD",MONGOLIA,f,
BCB,WAVEBIRD,CARIB EXPRESS,BARBADOS,f,
BCF,BACH,B.A.C.H. FLUGBETRIEBSGES.M.B.H.,AUSTRIA,f,
BCG,BELGIAN COASTGUARD,MANAGEMENT UNIT OF NORTH SEA MATHEMATICAL MODELS (RBINS-MUMM),BELGIUM,f,
BCH,BEACHBALL,"PHILLIPS AIR (DEL RIO, TX)",UNITED STATES,f,
BCI,BLUE ISLAND,BLUE ISLANDS,UNITED KINGDOM,f,
BCJ,BLUE BOY,BLUE JET CHARTERS SP. Z.O.O.,POLAND,f,
BCK,BANKCHECK,"PRIORITY AVIATION COMPANY, INC (KANSAS CITY, MO)",UNITED STATES,f,
BCN,BLUE OCEAN,OCEAN AIR,MAURITANIA,f,
BCO,BELUGA CARGO,AIRBUS BELUGA TRANSPORT,FRANCE,f,
BCP,SYBAJET,SYBAJET SAN MARINO SRL,SAN MARINO,f,
BCR,BACKER,BRITISH CHARTER,UNITED KINGDOM,f,
BCS,POSTMAN,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,f,
BCU,BACAIR,BOND AIR CARGO,UNITED STATES,f,
BCV,MORABEST,"TRANSPORTES INTERILHAS DE CABO VERDE, SOCIEDADE UNIPESSOAL, SA. TICV",CABO VERDE,f,
BCY,CITY-IRELAND,CITYJET,IRELAND,f,
BDA,BLUE DART,BLUE DART AVIATION LTD,INDIA,f,
BDF,BORDER FORCE,SURVEILLANCE AUSTRALIA P/L,AUSTRALIA,f,
BDG,BULLDOG,"MISSISSIPPI STATE UNIVERSITY, MS",UNITED STATES,f,
BDI,BIRDIE,BENAIR A/S,DENMARK,f,
BDJ,CROWN JET,"DEER JET (BEIJING) CO., LTD.",CHINA,f,
BDN,GAUNTLET,BOSCOMBE DOWN DERA,UNITED KINGDOM,f,
BDR,BADR AIR,BADR AIRLINES,SUDAN,f,
BDS,SOUTH ASIAN,SOUTH ASIAN AIRLINES LTD,BANGLADESH,f,
BDV,ABERDAV,ABERDAIR AVIATION LIMITED,KENYA,f,
BDX,SKY PUSHER,MAIL BONDED SERVICES INTERNATIONAL LIMITED T/A BONDED EXCURSIONS,BAHAMAS,f,
BEA,BELLAGIO AIR,BELLAGIO AIRLINES,NIGERIA,f,
BEE,JERSEY,FLYBE LIMITED,UNITED KINGDOM,f,
BEF,BALEAR EXPRESS,"BALEAR EXPRESS, S.L.",SPAIN,f,
BEG,BULGARIAN EAGLE,BULGARIAN EAGLE,BULGARIA,f,
BEJ,BEEJET,SD AVIATION,FRANCE,f,
BEK,BEKAIR,BERKHUT AIR,KAZAKHSTAN,f,
BEL,BEELINE,BRUSSELS AIRLINES,BELGIUM,f,
BEM,SAFAV EJECUTIVO,SERVICIO AUTONOMO DE LA FUERZA AEREA VENEZOLANA (SAFAV),VENEZUELA,f,
BEN,FRANKLIN,"SCHWEITZER ENGINEERING LABORATORIES, INC.",UNITED STATES,f,
BER,BERLIN,FLY AIR41 AIRWAYS D.O.O.,CROATIA,f,
BES,SKYBEES,BEES AIRLINES,ROMANIA,f,
BET,BETA CARGO,BETA - BRAZILIAN EXPRESS TRANSPORTES AEREOS LTDA,BRAZIL,f,
BEU,BATELEUR,BATELEUR AIR CHARTER SERVICES CC,SOUTH AFRICA,f,
BEV,BEV AIR,BELLAVIA LTD,GREECE,f,
BEY,BESTFLY,"BESTFLY, S.L.",SPAIN,f,
BEZ,SEA BREEZE,"KINGFISHER AIR SERVICES (SAN JUAN, PR)",UNITED STATES,f,
BFC,BASLER,"BASLER FLIGHT SERVICE, INC. (OSHKOSH, WI)",UNITED STATES,f,
BFD,MEDIA JET,"BERTELSMANN AG, GUETERSLOH",GERMANY,f,
BFF,AIR BAFFIN,AIR NUNAVUT,CANADA,f,
BFG,BRIGHT FLIGHT,BRIGHT FLIGHT LTD.,BULGARIA,f,
BFK,NORTHERN EXPRESS,"INNER MONGOLIA NORTHERN EXPRESS GENERAL AVIATION CO., LTD",CHINA,f,
BFL,BUFFALO,BUFFALO AIRWAYS LTD.,CANADA,f,
BFM,FAN MAY,"BEIJING PANAM INTERNATIONAL AVIATION ACADEMY CO., LTD",CHINA,f,
BFO,BAKHTAR,BAKHTAR AFGHAN AIRLINES,AFGHANISTAN,f,
BFR,BURKLINES,BURKINA AIRLINES,BURKINA FASO,f,
BFS,WOLVES,BAA TRAINING,LITHUANIA,f,
BFT,BORDER,BORDER AIR TRAINING,UNITED KINGDOM,f,
BFW,SUMMAN,VIP AIR TRANSPORT,BAHRAIN,f,
BFX,BLUE FOX,FLY AWAY GMBH & CO. KG,GERMANY,f,
BFY,MWANGO BEST,BESTFLY AIRCRAFT MANAGEMENT ARUBA,NETHERLANDS,f,
BGA,BELOUGA,AIRBUS TRANSPORT INTERNATIONAL (ATI),FRANCE,f,
BGB,BIG BEND,BIG BEND COMMUNITY COLLEGE,UNITED STATES,f,
BGC,YANDU,"GOOD JET CO., LTD",CHINA,f,
BGE,AEROBRIDGE,AEROBRIDGE,UNITED STATES,f,
BGF,BULGARIAN,SPECIAL PURPOSE AVIATION OPERATOR-SAO,BULGARIA,f,
BGG,AERO BG,"AERO BG, S.A. DE C.V.",MEXICO,f,
BGH,BALKAN HOLIDAYS,BH AIR,BULGARIA,f,
BGI,BRITISH GULF,BRITISH GULF INTERNATIONAL CO. LTD,SAO TOME AND PRINCIPE,f,
BGL,BINANI,BINANI GLOBAL AIR SERVICES LIMITED,NIGERIA,f,
BGN,SKYBUDDY,"AIR INTER TRANSPORT CO., LTD.",THAILAND,f,
BGR,BRIDGER,BRIDGER AEROSPACE,UNITED STATES,f,
BGS,SUNNY,SUN AIR BULGARIA,BULGARIA,f,
BGY,SKIMMER,BINGO AIRWAYS SP. Z.O.O.,POLAND,f,
BHA,BUDDHA AIR,BUDDHA AIR PVT. LTD,NEPAL,f,
BHC,BAHIA,"AEROTAXIS DE LA BAHIA, S.A. DE C.V.",MEXICO,f,
BHD,BANGKOK DUSIT,"BANGKOK HELICOPTER SERVICES CO., LTD",THAILAND,f,
BHI,SHARIF,BALKH AIRLINES,AFGHANISTAN,f,
BHK,BLUHALKIN,BLU HALKIN LTD,UNITED KINGDOM,f,
BHL,BRISTOW,BRISTOW HELICOPTERS GROUP LTD.,UNITED KINGDOM,f,
BHM,HELI MEDIC,BULGARIA HELI MED SERVICE EAD,BULGARIA,f,
BHN,BRISTOW HELICOPTERS,BRISTOW HELICOPTERS (NIG) LIMITED,NIGERIA,f,
BHO,BHOJA,BHOJA AIRLINES,PAKISTAN,f,
BHR,BIGHORN AIR,"BIGHORN AIRWAYS, INC. (SHERIDAN, WY)",UNITED STATES,f,
BHS,BAHAMAS,BAHAMAS AIR HOLDINGS LTD.,BAHAMAS,f,
BHZ,ALPINE STAR,BHS AVIATION AG,SWITZERLAND,f,
BIA,BOHLKE,BOHLKE INTERNATIONAL AIRWAYS,UNITED STATES,f,
BIC,BALESIN,"ALPHALAND AVIATION, INC.",PHILIPPINES,f,
BIG,BIG ISLE,"BIG ISLAND AIR, INC. (KAILUA - KONA, HI)",UNITED STATES,f,
BIH,BRINTEL,BRITISH INTERNATIONAL,UNITED KINGDOM,f,
BIK,RED RAY,AVIO BRAVO,BULGARIA,f,
BIL,BILAIR,BILLUND AIR CENTER A/S,DENMARK,f,
BIN,BISON-AIR,"BOISE INTERAGENCY FIRE CENTER (BOISE, ID)",UNITED STATES,f,
BIO,BIOFLIGHT,BIOFLIGHT A/S,DENMARK,f,
BIR,BIRD AIR,"BIRD LEASING, INC. (NORTH ANDOVER, MA)",UNITED STATES,f,
BIT,RUN BITTY,"NORTHEAST AVIATION, INC. (LANSING, IL)",UNITED STATES,f,
BIV,AVIASERVICE,AVIASERVICE,GEORGIA,f,
BIX,SUN TRIP,BRAATHENS INTERNATIONAL AIRWAYS AB,SWEDEN,f,
BIZ,BIZMEX,BIZJET DE MEXICO S.A. DE C.V.,MEXICO,f,
BJA,BAJA AIR,"BAJA AIR, S.A. DE C.V.",MEXICO,f,
BJC,BALTIC JET,BALTIC JET AIRCOMPANY,LATVIA,f,
BJF,BAXA,BAJA FLY S. DE R.L. DE C.V.,MEXICO,f,
BJK,BLACKJACK,"ATLANTIC AIRLINES (ORLANDO, FL)",UNITED STATES,f,
BJN,AIR JINGHUA,"BEIJING AIRLINES CO., LTD",CHINA,f,
BJQ,AZRAQ,BLUE JET AIRWAYS KG,KYRGYZSTAN,f,
BJS,SOLUTION,"BUSINESS JET SOLUTIONS (DALLAS, TX)",UNITED STATES,f,
BJT,BAY JET,"ACM AVIATION, INC. (SAN JOSE, CA)",UNITED STATES,f,
BJU,JET EXPRESS,AEROJET AIRLINES,UKRAINE,f,
BJV,BEIJING VISTA,"BEIJING VISTAJET AVIATION CO., LTD",CHINA,f,
BJX,BLUE FLIGHT,BLUE JET AIRWAYS LIMITED,SOUTH SUDAN,f,
BKA,BANKAIR,"BANKAIR, INC. (WEST COLUMBIA, SC)",UNITED STATES,f,
BKB,BLACK BEAR,"STATE OF WEST VIRGINIA, AVIATION DIVISION (CHARLESTON, WV)",UNITED STATES,f,
BKE,AIR BROCK,"AIRBROCK MANAGEMENT & CHARTER SERVICES, INC.",UNITED STATES,f,
BKF,BAKERFLIGHT,BF-LENTO OY,FINLAND,f,
BKH,BARKSTON,BARKSTON HEATH FTU (MIL),UNITED KINGDOM,f,
BKJ,BARKEN JET,"BARKEN INTERNATIONAL, INC. (SALT LAKE CITY, UT)",UNITED STATES,f,
BKK,BLINKAIR,BLINK LTD,UNITED KINGDOM,f,
BKL,BARCOL,AIRCOMPANY BARCOL,RUSSIAN FEDERATION,f,
BKM,CARDINAL,"ADVISORS AVIATION (ST. LOUIS, MO)",UNITED STATES,f,
BKN,BILLIKEN,SAINT LOUIS UNIVERSITY,UNITED STATES,f,
BKO,BRIKO,BRIKO AIR SERVICE LTD,TRINIDAD AND TOBAGO,f,
BKP,BANGKOK AIR,BANGKOK AIRWAYS,THAILAND,f,
BKR,BOX KAR,"CIVIL AIR PATROL, SOUTH CAROLINA WING (COLUMBIA, SC)",UNITED STATES,f,
BKS,BERKS,"ATLANTIC COAST AIRCRAFT SERVICES (READING, PA)",UNITED STATES,f,
BKT,BLACKTAIL,TAB CHARTERS (PTY) LTD,SOUTH AFRICA,f,
BKY,BLUE AIRWAYS,BLUESKY AIRWAYS,BOTSWANA,f,
BLA,BLUE AIR,BLUE AIR AVIATION S.A.,ROMANIA,f,
BLB,BLUEBIRD SUDAN,BLUE BIRD AVIATION CO. LTD,SUDAN,f,
BLC,BELLESAVIA,BELLESAVIA,BELARUS,f,
BLD,BLACKADDER,BOURNEMOUTH COMMERCIAL FLIGHT TRAINING CENTRE,UNITED KINGDOM,f,
BLE,BLUEWATER,"EXECUTIVE AIR SERVICES, LLC (MIAMI, FL)",UNITED STATES,f,
BLG,BELGAVIA,BELGAVIA (SOCIETE DE HANDLING),BELGIUM,f,
BLH,BLUE HORIZON,"BLUE HORIZON TRAVEL CLUB (CINCINNATI, OH)",UNITED STATES,f,
BLI,BLUELINE,"THYSSEN KRUPP AG, DUESSELDORF",GERMANY,f,
BLK,AERO BLACK,USAC AIRWAYS 695 LLC,UNITED STATES,f,
BLL,BALTIC AIRLINES,BALTIC AIRLINES,RUSSIAN FEDERATION,f,
BLM,HELI PER,"HELICOPTEROS PERSONALES, S.A.",PANAMA,f,
BLN,BELTON,BELTON PARK 59 (PTY) T/A BELTON AIR,SOUTH AFRICA,f,
BLO,BELOGORIE,VC BELOGORIE,RUSSIAN FEDERATION,f,
BLR,BLUERIDGE,METROPOLITAN AVIATION,UNITED STATES,f,
BLS,BEARSKIN,BEARSKIN LAKE AIR SERVICE LIMITED,CANADA,f,
BLT,BLUE TIE,AIR ET COMPAGNIE,FRANCE,f,
BLU,BLUEGRASS,"SOLUTIONS AIR CHARTER, LLC (ZIONSVILLE, IN)",UNITED STATES,f,
BLV,BELLVIEW AIRLINES,BELL-VIEW AIRLINES LIMITED,NIGERIA,f,
BLX,BLUESCAN,TUIFLY NORDIC AB,SWEDEN,f,
BLY,BLUE AERO,BLUE RIDGE AERO SERVICES,UNITED STATES,f,
BLZ,AEROLOZ,"AERO BARLOZ, S.A. DE C.V.",MEXICO,f,
BMA,GOSLING,BERMUDAIR,BERMUDA,f,
BMD,BRITISH MEDICAL,BRITISH MEDICAL CHARTER,UNITED KINGDOM,f,
BME,BRIGGS,BRIGGS MARINE ENVIRONMENTAL SERVICES LTD,UNITED KINGDOM,f,
BMG,BOOMERANG,IMAGE AIR CHARTER LTD,CANADA,f,
