Orig,Route String,Dest,Hours1,Hours2,Hours3,Type,Area,Altitude,Aircraft,Direction,Seq,DCNTR,ACNTR
ABE,ABE FJC ARD CYN ACY,ACY,,,,TEC,,5000,,,1,ZNY,ZDC
ABE,ABE FJC LAAYK ALB,ALB,,,,TEC,,7000,,,1,ZNY,ZBW
ABE,ABE FJC LVZ AVP,AVP,,,,TEC,,7000,,,2,ZNY,ZNY
ABE,ABE FJC V162 HUO IGN PWL PWL111 BRISS BDL,BDL,,,,TEC,,5000,,,1,ZNY,ZBW
ABE,ABE ETX V39 LRP V499 BAL BWI,BWI,,,,TEC,,8000,,,3,ZNY,ZDC
ABE,ABE ETX V39 LRP V499 BAL DCA,DCA,,,,TEC,,8000,,,1,ZNY,ZDC
ABE,ABE FJC BWZ EWR,EWR,,,,TEC,,6000,,,3,ZNY,ZNY
ABE,ABE ETX V30 SBJ FRG,FRG,,,,TEC,,5000,PROPS LESS THAN 210 KTS IAS,,1,ZNY,ZNY
ABE,ABE ETX V162 HAR HAR,HAR,,,,TEC,,8000,,,1,ZNY,
ABE,ABE FJC V162 HUO IGN PWL PWL111 BRISS HFD,HFD,,,,TEC,,5000,,,1,ZNY,ZBW
ABE,ABE FJC V162 HUO IGN V157 HAARP HPN,HPN,,,,TEC,,5000,PROPS LESS THAN 210 KTS IAS,,1,ZNY,ZNY
ABE,ABE STW SAX V39 BREZY HPN,HPN,,,,TEC,,5000,JETS AND PROPS GREATER THAN 210 KTS IAS,,2,ZNY,ZNY
ABE,ABE ETX LRP V143 MULRR AML IAD,IAD,,,,TEC,,8000,,,1,ZNY,ZDC
ABE,ABE ETX V29 PTW ILG,ILG,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE ETX V39 LRP LNS,LNS,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE ETX V29 PTW PHL,PHL,,,,TEC,,4000,PISTON ONLY,,1,ZNY,ZNY
ABE,ABE BUSKY PTW PHL,PHL,,,,TEC,,7000,RNAV EQUIPPED TURBOJETS ONLY,,2,ZNY,ZNY
ABE,ABE BUSKY PTW PHL,PHL,,,,TEC,,5000,RNAV EQUIPPED TURBOPROPS ONLY,,3,ZNY,ZNY
ABE,ABE FJC V6 SEG PIT,PIT,,,,TEC,,8000,,,1,ZNY,ZOB
ABE,ABE FJC ARD PNE,PNE,,,,TEC,,5000,,,1,ZNY,ZNY
ABE,ABE ETX RDG,RDG,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE FJC STW TEB,TEB,,,,TEC,,5000,,,1,ZNY,ZNY
ABQ,ABQ MNZNO3 CME HOB UCOKA DILLO LAIKS3 AUS,AUS,,,,H,,,,,1,ZAB,ZHU
ABQ,ABQ LLO KIDDZ4 HOU,HOU,,,,H,,,TURBOJETS - DME/DME/IRU OR GPS,,1,ZAB,ZHU
ABQ,ABQ DIESL TTORO3 IAH,IAH,,,,H,,,TURBOJETS & TURBOPROPS - DME/DME/IRU OR GPS,IAH EAST FLOW,1,ZAB,ZHU
ABQ,ABQ DIESL MSCOT4 IAH,IAH,,,,H,,,TURBOJETS & TURBOPROPS - DME/DME/IRU OR GPS,IAH WEST FLOW,2,ZAB,ZHU
ABQ,ABQ J18 GCK J96 IRK BDF8 ORD,ORD,1100-0400,,,H,,,,,1,ZAB,ZAU
ABQ,ABQ J18 GCK J96 IRK BENKY6 ORD,ORD,1100-0400,,,H,,,TURBOJETS - RNAV 1,,2,ZAB,ZAU
ACK,ACK ACK V146 MVY V374 GON CCC T224 DIXIE T315 ACY ACY,ACY,,,,TEC,,10000,SINGLE ENGINE ONLY,,1,ZBW,ZDC
ACK,ACK ACK T216 SEY ORCHA T320 BRIGS ACY,ACY,,,,TEC,,10000,,,2,ZBW,ZDC
ACK,ACK ACK V146 ALB,ALB,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK FREDO BOS PEASE ENE AUG,AUG,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD BDL,BDL,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V34 SEY HTO HTO302 KEYED BDR,BDR,,,,TEC,WATER,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 DENNA BDR,BDR,,,,TEC,,10000,,LAND,2,ZBW,ZNY
ACK,ACK ACK FREDO BED,BED,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK FREDO BOS PEASE ENE T295 BGR BGR,BGR,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK FREDO BOS PEASE ENE BHB,BHB,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK FREDO BOS,BOS,,,,TEC,TO BOSTON & SATS,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD T393 GDM T315 BTV BTV,BTV,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 ALB T608 WOZEE BUF,BUF,,,,TEC,,10000,,,1,ZBW,ZOB
ACK,ACK LFV CELTS NELIE Q75 MXE V378 NUGGY TRISH3 BWI,BWI,1100-0300,,,H,,,,,3,ZBW,ZDC
ACK,ACK ACK T216 SEY ORCHA T320 AVALO T358 SWANN BWI,BWI,,,,TEC,,8000,,,1,ZBW,ZDC
ACK,ACK ACK V146 MVY V374 GON CCC T224 ENO T358 SWANN BWI,BWI,,,,TEC,,8000,SINGLE ENGINE ONLY,,2,ZBW,ZDC
ACK,ACK FREDO BOS MANCH CON,CON,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK LFV CELTS NELIE Q75 MXE CLIPR3 DCA,DCA,1100-0300,,,H,,,,,1,ZBW,ZDC
ACK,ACK MVY JAWZZ Q220 RIFLE Q167 ZIZZI KNUKK ATR LAFLN DEALE3 DCA,DCA,,,,H,,,TURBOJETS ONLY,,2,ZBW,ZDC
ACK,ACK ACK T216 SEY ORCHA T320 AVALO T358 ENO DOV,DOV,,,,TEC,,10000,,,1,ZBW,ZDC
ACK,ACK ACK V146 MVY V374 GON CCC T224 ENO DOV,DOV,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZDC
ACK,ACK ACK V146 PVD HFD V1 MAD BDR ALIXX RYMES DXR,DXR,,,,TEC,,10000,PROPS LESS THAN 250 KTS IAS,,2,ZBW,ZNY
ACK,ACK ACK V146 BAF IGN V157 HAARP DXR,DXR,,,,TEC,,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,3,ZBW,ZNY
ACK,ACK MVY SEY V34 CREAM BDR ALIXX RYMES DXR,DXR,,,,TEC,,10000,,,4,ZBW,ZNY
ACK,ACK ACK V146 PVD T393 KEYNN EEN,EEN,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 CTR V270 ULW ELM,ELM,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 CTR V270 ULW JHW ERI,ERI,,,,L,,080-100,RNAV/GNSS EQUIPPED ONLY,,2,ZBW,ZOB
ACK,ACK ACK V146 CTR V270 ULW JHW ERI,ERI,,,,TEC,,,,,1,ZBW,ZOB
ACK,ACK MVY V146 PUT NELIE FLOSI4 EWR,EWR,,,,L,,110-160,250KTS OR GREATER,,3,ZBW,ZNY
ACK,ACK ACK V146 PVD V167 HFD T315 SEALL V188 CMK V623 SAX EWR,EWR,,,,TEC,TO NEWARK & SATS,10000,SINGLE ENGINE ONLY,,1,ZBW,ZNY
ACK,ACK ACK V146 PVD V167 HFD V3 CMK V623 SAX EWR,EWR,,,,TEC,TO NEWARK & SATS,,PROPS LESS THAN 250 KTS IAS,,2,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA FOK,FOK,,,,TEC,,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC FOK,FOK,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK MVY SEY PARCH3 FRG,FRG,,,,H,,AOB FL220,TURBOJETS ONLY,,3,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA CCC V46 DPK FRG,FRG,,,,TEC,,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V46 DPK FRG,FRG,,,,TEC,,10000,,,2,ZBW,ZNY
ACK,ACK ACK GON,GON,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK T216 HFD HFD,HFD,,,,TEC,,10000,,,2,ZBW,ZBW
ACK,ACK MVY V146 PUT NELIE VALRE VALRE5 HPN,HPN,,,,H,,AOB FL220,250KTS OR GREATER,,3,ZBW,ZNY
ACK,ACK ACK V146 PVD V167 HFD V1 MAD BDR ALIXX RYMES HPN,HPN,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK MVY SEY V34 CREAM BDR ALIXX RYMES HPN,HPN,,,,TEC,WATER,10000,,,2,ZBW,ZNY
ACK,ACK LFV CELTS BAF HYPER8 IAD,IAD,,,,H,,,TURBOJETS ONLY,,1,ZBW,ZDC
ACK,ACK ACK T216 SEY ORCHA CCC ISP,ISP,,,,TEC,,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC ISP,ISP,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK MVY JAWZZ Q220 SEY PARCH3 JFK,JFK,,,,H,TO FRG.JFK,AOB FL220,TURBOJETS ONLY,,3,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA CCC V46 DPK JFK,JFK,,,,TEC,,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V46 DPK JFK,JFK,,,,TEC,,10000,,,2,ZBW,ZNY
ACK,ACK ACK V146 PVD T393 LBNON LEB,LEB,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK MVY V146 PUT NELIE VALRE HAARP3 LGA,LGA,,,,L,,110-160,250KTS OR GREATER,,2,ZBW,ZNY
ACK,ACK ACK V146 PVD V167 HFD V1 MAD BDR PRENO LGA,LGA,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK FREDO BOS MANCH MHT,MHT,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK MVY V146 BAF MOBBS T295 SAGES V489 COATE MMU,MMU,,,,H,,AOB FL220,,,1,ZBW,ZNY
ACK,ACK LFV CELTS MANCH CAM Q822 FNT WYNDE2 ORD,ORD,,,,H,,,,,1,ZBW,ZAU
ACK,ACK ACK V146 PUT ORH,ORH,,,,TEC,,10000,,,2,ZBW,ZBW
ACK,ACK ACK FREDO OWD,OWD,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK MVY JAWZZ Q220 RIFLE HEADI Q97 KENLL CPTAN2 PBI,PBI,,,,H,TO 06FA.BCT.FXE.PBI.PMP,,,,1,ZBW,ZMA
ACK,ACK MVY JAWZZ Q220 RIFLE HEADI Q97 KALDA Q131 WAALT Y289 DULEE CLMNT2 PBI,PBI,,,,H,TO 06FA.BCT.F45.PBI,,JETS ONLY,WATER,2,ZBW,ZMA
ACK,ACK MVY JAWZZ Q220 RIFLE Q439 BRIGS JIIMS4 PHL,PHL,,,,H,,,,,3,ZBW,ZNY
ACK,ACK MVY JAWZZ Q220 RIFLE Q439 BRIGS JIIMS4 PHL,PHL,,,,H,,,TURBOJETS ONLY,,4,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA T320 BRIGS ACY V184 OOD PHL,PHL,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC T224 JIIMS OOD PHL,PHL,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA T320 MANTA T438 ARD PNE,PNE,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC T224 DIXIE T438 ARD PNE,PNE,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK FREDO BOS PEASE PSM,PSM,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD PVD,PVD,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK FREDO BOS PEASE ENE PWM,PWM,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK T216 SEY ORCHA T320 CHOPS T224 COLIN RIC,RIC,,,,TEC,,10000,,,1,ZBW,ZDC
ACK,ACK ACK V146 MVY V374 GON CCC T224 COLIN RIC,RIC,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZDC
ACK,ACK ACK V146 PVD T255 NELIE T212 TRESA SWF,SWF,,,,TEC,,10000,GNSS EQUIPPED ONLY,,1,ZBW,ZNY
ACK,ACK ACK V146 ALB SYR,SYR,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK MVY V146 BAF MOBBS T295 SAGES V489 COATE TEB,TEB,,,,H,,AOB FL220,,,1,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA T320 MANTA T438 ARD TTN,TTN,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC T224 DIXIE T438 ARD TTN,TTN,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK T216 SEY ORCHA T320 DRIFT T416 CYN WRI,WRI,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC T224 CYN WRI,WRI,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACY,ACY ACY T315 DIXIE T438 ARD ABE,ABE,,,,TEC,,5000,,,1,ZDC,ZNY
ACY,ACY CRESI V1 DIXIE V276 ARD ABE,ABE,,,,TEC,,5000,SINGLE ENGINE ONLY,,2,ZDC,ZNY
ACY,ACY CRESI V1 JFK T315 EEGOR MAD CARLD V188 GON T216 NEWBE T300 DEEPO ACK,ACK,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY LEEAH T315 CHOPS T320 VAALI CAPKO ADW,ADW,,,,TEC,,040 OR 060,,,1,ZDC,ZDC
ACY,ACY LEEAH ENO SWANN YANNI CSN J48 MOL FLASK OZZZI1 ATL,ATL,,,,H,,,,,1,ZDC,ZTL
ACY,ACY CRESI V1 JFK T315 EEGOR BDL,BDL,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY HOWIE V1 JFK T315 EEGOR BDR,BDR,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZNY
ACY,ACY ACY V184 ZIGGI JFK T315 EEGOR BDR,BDR,N/A 1400-2100,,,TEC,,5000,TWINS ONLY,,2,ZDC,ZNY
ACY,ACY CRESI V1 JFK T315 HFD CLOWW BGR,BGR,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD CLOWW BHB,BHB,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD DREEM BOS,BOS,,,,TEC,TO BOSTON(NORTH),5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD V3 WOONS BOS,BOS,,,,TEC,,5000,SINGLE ENGINE ONLY,,2,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD FOSTY WOONS BOS,BOS,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,3,ZDC,ZBW
ACY,ACY LEEAH T358 SWANN BWI,BWI,,,,TEC,,040 OR 060,,,1,ZDC,ZDC
ACY,ACY V184 OOD DQO V469 HAR CXY,CXY,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY LEEAH T315 CHOPS T320 VAALI CAPKO DCA,DCA,,,,TEC,,040 OR 060,PROPS ONLY,,1,ZDC,ZDC
ACY,ACY LEEAH T358 ENO V29 LVZ V147 ULW ELM,ELM,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY CRESI V1 JFK T315 EEGOR MAD CARLD V188 GON V374 MINNK EWB,EWB,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY ACY T315 DIXIE T438 RBV V249 METRO EWR,EWR,,,,TEC,,5000,,,3,ZDC,ZNY
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR PAACK Q97 PRMUS CUUDA2 FLL,FLL,,,,H,TO FLL.OPF,,JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525,,1,ZDC,ZMA
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR KOOKI Q133 CHIEZ Y291 MAJIK CUUDA2 FLL,FLL,,,,H,TO FLL.OPF,,JETS ONLY. EXCLUDES EA50. ES0P. SF50. CS10. CS25,WATER,2,ZDC,ZMA
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR PAACK Q97 KENLL TARPN3 FLL,FLL,,,,H,TO 07FA.FLL.HST.HWO.MIA.OPF.TMB.X51,,VLJ/TURBPROP ONLY: INCL EA50.E50P.SF50.C510.C525,,3,ZDC,ZMA
ACY,ACY CRESI V1 JFK BDR MAD MONDI GON,GON,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD HFD,HFD,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 DIXIE V276 RBV V249 SAX V39 BREZY HPN,HPN,,,,TEC,,5000,MULTIENGINE PROPS ONLY,,1,ZDC,ZNY
ACY,ACY ACY T315 DIXIE T438 RBV V249 SAX V39 BREZY HPN,HPN,,,,TEC,,5000,MULTIENGINE PROPS ONLY,,2,ZDC,ZNY
ACY,ACY CRESI V1 JFK T315 HFD V167 PVD T393 GAILS HYA,HYA,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY LEEAH T358 OBWON T356 DROSA WOOLY MRB IAD,IAD,,,,TEC,,4000,NON-JETS ONLY,,1,ZDC,ZDC
ACY,ACY LEEAH T315 TAPPA V286 CSN IAD,IAD,,,,TEC,,4000,JETS ONLY,,2,ZDC,ZDC
ACY,ACY CRESI V1 JFK CCC ISP,ISP,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZNY
ACY,ACY V184 ZIGGI JFK210 JFK CCC ISP,ISP,,,,TEC,N/A BTN 1400-2100 LCL,5000,NO SINGLE ENGINE,,2,ZDC,ZNY
ACY,ACY CRESI V1 JFK JFK,JFK,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZNY
ACY,ACY V184 ZIGGI JFK210 JFK JFK,JFK,,,,TEC,NO OTFC,5000,JETS AND MULTIENGINE PROPS ONLY,,2,ZDC,ZNY
ACY,ACY CRESI V1 DIXIE V276 RBV V123 PROUD LGA,LGA,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZNY
ACY,ACY ACY T315 DIXIE T438 RBV V123 PROUD LGA,LGA,,,,TEC,,5000,NO SINGLE ENGINE,,2,ZDC,ZNY
ACY,ACY ACY T315 DIXIE T438 RBV V123 PROUD LGA,LGA,,,,TEC,,7000,JETS ONLY,,3,ZDC,ZNY
ACY,ACY ACY V184 OOD DQO PADRE LRP LNS,LNS,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR Q85 LPERD SNFLD3 MCO,MCO,,,,H,TO ISM.MCO,,,MCO LANDING NORTH,1,ZDC,ZJX
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR EARZZ Q131 WAALT Y289 BAHAA HIBAC ALYNA3 MCO,MCO,,,,H,TO ISM.LEE.MCO.ORL.SFB,,JETS ONLY,WATER,2,ZDC,ZJX
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR Q85 LPERD GTOUT1 MCO,MCO,,,,H,,,,MCO LANDING SOUTH,3,ZDC,ZJX
ACY,ACY V184 OOD DQO V469 MDT,MDT,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY CRESI V1 JFK T315 HFD CLOWW MHT,MHT,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 EEGOR MAD MMK,MMK,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 EEGOR MAD CARLD V188 GON V374 MVY MVY,MVY,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR PAACK WYLMS MYR,MYR,,,,H,,,,,1,ZDC,ZJX
ACY,ACY CRESI V1 JFK T315 EEGOR MAD CARLD V188 GON OQU,OQU,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD V1 GRAYM ORH,ORH,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR PAACK Q97 KENLL CPTAN2 PBI,PBI,,,,H,TO 06FA.BCT.FXE.PBI.PMP,,,,1,ZDC,ZMA
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR EARZZ Q131 WAALT Y289 DULEE CLMNT2 PBI,PBI,,,,H,TO 06FA.BCT.F45.PBI,,JETS ONLY,WATER,2,ZDC,ZMA
ACY,ACY ACY V184 OOD PHL,PHL,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY ACY T315 DIXIE T438 ARD PNE,PNE,,,,TEC,,5000,,,1,ZDC,ZNY
ACY,ACY CRESI V1 JFK T315 HFD V167 PVD T393 GAILS PVC,PVC,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 EEGOR MAD CARLD V188 GON PVD,PVD,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY CRESI V1 JFK T315 HFD CLOWW PWM,PWM,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY V184 OOD DQO MXE MXE334 HUMEL RDG,RDG,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY LEEAH ATR TRPOD Q409 PUPYY Q103 CYNTA SHFTY5 RSW,RSW,,,,H,TO APF.FMY.MKY.RSW,,,,1,ZDC,ZMA
ACY,ACY LEEAH ATR TRPOD Q409 CRPLR EARZZ Q131 WAALT Y289 BAHAA HIBAC SHFTY5 RSW,RSW,,,,H,TO APF.FMY.MKY.RSW,,JETS ONLY,WATER,2,ZDC,ZMA
ACY,ACY LEEAH ENO SWANN YANNI GVE Q75 SLOJO Q103 CYNTA SHFTY5 RSW,RSW,,,,H,TO APF.FMY.MKY.RSW,,,,3,ZDC,ZMA
ACY,ACY LEEAH V1 SBY SBY,SBY,,,,TEC,,6000,,,1,ZDC,ZDC
ACY,ACY SIE V139 SWL,SWL,,,,TEC,,4000,,,1,ZDC,
ACY,ACY LEEAH V1 ATR SWL,SWL,,,,TEC,,6000,,,2,ZDC,
ACY,ACY CRESI V1 JFK T315 EEGOR MAD CARLD V188 GON V374 MINNK TAN,TAN,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY ACY T315 PANZE V184 ZIGGI T438 RBV V249 METRO TEB,TEB,,,,TEC,,5000,TURBOJETS ONLY,,1,ZDC,ZNY
ACY,ACY LEEAH ATR TRPOD Q409 PUPYY BAAMF DADES1 TPA,TPA,,,,H,TO MCF.PIE.TPA.VDF,,,,1,ZDC,ZMA
ACY,ACY LEEAH ENO SWANN YANNI GVE Q75 TEUFL BAAMF DADES1 TPA,TPA,,,,H,TO MCF.PIE.TPA.VDF,,,,2,ZDC,ZMA
ACY,ACY HOWIE V1 CYN WRI,WRI,,,,TEC,,5000,,,1,ZDC,ZNY
ACY,ACY ACY T315 PANZE WRI,WRI,,,,TEC,,3000,HELICOPTERS ONLY,,3,ZDC,ZNY
ACY,ACY SIE V44 PANZE WRI,WRI,,,,TEC,,5000,,,4,ZDC,ZNY
ACY,ACY WNSTN T320 HARBO WRI,WRI,,,,TEC,,5000,,,5,ZDC,ZNY
AIR,AIR J162 MRB,MRB,1100-0300,,,HSD,,,,E BND,1,,ZDC
AIR,AIR J34 TRIXY,TRIXY,1100-0300,,,HSD,,,,E BND,1,,
AJO,AJO PDZ PDZ270/013 RNDAL V363 DANAH SXC AVX,AVX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX,JMPQ70,,ONTP8,1,ZLA,ZLA
AJO,AJO PDZ V186 VNY BUR,BUR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO BUR VNY WHP,PQ60,,ONTP1,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 ITSME V186 VNY BUR,BUR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO BUR VNY WHP,JM80,,ONTP2,2,ZLA,ZLA
AJO,AJO PDZ V186 FIM CMA,CMA,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,PQ60,,ONTP14,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 ITSME V186 FIM CMA,CMA,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,JM80,,ONTP15,2,ZLA,ZLA
AJO,AJO PDZ V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CRQ NFG NKX OKB,JM110PQ70,,ONTP11,1,ZLA,ZLA
AJO,AJO PDZ PDZ270/016 DOWDD V394 SLI FUL,FUL,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA,JMPQ40,,ONTP9,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 HHR,HHR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR,JMPQ30,,ONTP3,1,ZLA,ZLA
AJO,AJO PDZ PDZ270/016 DOWDD LAX LAX,LAX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX,JMPQ40,,ONTP4,1,ZLA,ZLA
AJO,AJO PDZ PDZ270/016 DOWDD V394 SLI V8 TANDY LAX,LAX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE),PQ40,,ONTP5,2,ZLA,ZLA
AJO,AJO PDZ V16 PRADO V363 DANAH V23 SLI V8 TANDY LAX,LAX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE),JM80,,ONTP6,3,ZLA,ZLA
AJO,AJO PDZ PDZ270/016 DOWDD V394 SLI LGB,LGB,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA,JMPQ40,,ONTP9,1,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB MYF,MYF,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO MYF NRS NZY SAN,JM110PQ90,,ONTP12,1,ZLA,ZLA
