Orig,Route String,Dest,Hours1,Hours2,Hours3,Type,Area,Altitude,Aircraft,Direction,Seq,DCNTR,ACNTR
BUR,BUR TWINE V518 KIMMO V459 SLI V21 SXC AVX,AVX,,,,TEC,BUR VNY WHP TO AVX,JM90,,BURP17,6,ZLA,ZLA
BUR,BUR V186 BAYJY V363 DANAH SXC065 SXC AVX,AVX,,,,TEC,BUR VNY WHP TO AVX (LAXE),JM50,,BURP18,7,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM CCB,CCB,,,,TEC,BUR VNY WHP TO CCB,JM70PQ50,,BURP7,3,ZLA,ZLA
BUR,BUR FIM CMA,CMA,,,,TEC,BUR VNY WHP TO OXR CMA NTD,JMPQ40,,BURP38,1,ZLA,ZLA
BUR,BUR V186 PDZ CNO,CNO,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,3,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ CNO,CNO,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,4,ZLA,ZLA
BUR,BUR V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,5,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 OCN CRQ,CRQ,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,6,ZLA,ZLA
BUR,BUR VNY V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,7,ZLA,ZLA
BUR,BUR V186 PDZ EMT,EMT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ EMT,EMT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR VNY VNY095/039 TIFNI V186 PDZ PDZ092/015 JESEX F70,F70,,,,TEC,BUR VNY WHP TO F70,PQ50,,BURP14,2,ZLA,ZLA
BUR,BUR VNY V186 ITSME V264 POM V197 PDZ PDZ092/015 JESEX F70,F70,,,,TEC,BUR VNY WHP TO F70,JM70,,BURP15,3,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI FUL,FUL,,,,TEC,BUR VNY WHP TO FUL SLI TOA (LAXE),JM50,,BURP22,3,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI FUL,FUL,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,4,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI FUL,FUL,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,5,ZLA,ZLA
BUR,BUR V186 ADAMM V394 HHR,HHR,,,,TEC,BUR VNY WHP TO HHR (RWY25),PQ50,,BURP1,5,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V394 HHR,HHR,,,,TEC,BUR VNY WHP TO HHR,JM70,,BURP2,6,ZLA,ZLA
BUR,BUR VNY095 ELMOO HHR,HHR,,,,TEC,BUR VNY WHP TO HHR (LAXE),JMPQ50,,BURP3,7,ZLA,ZLA
BUR,BUR VNY V186 NIKKL HMT,HMT,,,,TEC,BUR VNY WHP TO HMT,PQ50,,BURP10,3,ZLA,ZLA
BUR,BUR VNY V186 ITSME V264 POM V197 PDZ V186 NIKKL HMT,HMT,,,,TEC,BUR VNY WHP TO HMT,JM70,,BURP11,4,ZLA,ZLA
BUR,BUR V186 PDZ L65,L65,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ L65,L65,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR VNY095 PURMS LAX,LAX,,,,TEC,BUR VNY WHP TO LAX,JMPQ50,,BURP4,5,ZLA,ZLA
BUR,BUR VNY SMO LAX,LAX,,,,TEC,BUR VNY WHP TO LAX (LAXE),JM50PQ40,,BURP5,6,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,7,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,8,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB (LAXE),M50,,BURP24,9,ZLA,ZLA
BUR,BUR VNY V186 ADAMM V394 SLI LGB,LGB,,,,TEC,BUR VNY WHP TO LGB (LAXE),J50,,BURP25,10,ZLA,ZLA
BUR,BUR V186 HAILE V66 MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,6,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI171 LAX118 CARDI MZB320 MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,7,ZLA,ZLA
BUR,BUR VNY V186 HAILE V66 MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,8,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 KELPS MZB MYF,MYF,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,9,ZLA,ZLA
BUR,BUR V186 ROBNN V458 OCN NFG,NFG,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 OCN NFG,NFG,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
BUR,BUR VNY V186 ROBNN V458 OCN NFG,NFG,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
BUR,BUR V186 ROBNN V458 OCN NKX,NKX,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 OCN NKX,NKX,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
BUR,BUR VNY V186 ROBNN V458 OCN NKX,NKX,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
BUR,BUR V186 HAILE V66 MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI171 LAX118 CARDI MZB320 MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
BUR,BUR VNY V186 HAILE V66 MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 KELPS MZB NRS,NRS,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
BUR,BUR FIM NTD,NTD,,,,TEC,BUR VNY WHP TO OXR CMA NTD,JMPQ40,,BURP38,1,ZLA,ZLA
BUR,BUR V186 HAILE V66 MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI171 LAX118 CARDI MZB320 MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
BUR,BUR VNY V186 HAILE V66 MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 KELPS MZB NZY,NZY,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
BUR,BUR V186 ROBNN V458 OCN OKB,OKB,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,PQ70,,BURP26,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 OCN OKB,OKB,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB,J110M90,,BURP27,2,ZLA,ZLA
BUR,BUR VNY V186 ROBNN V458 OCN OKB,OKB,,,,TEC,BUR VNY WHP TO CRQ NFG NKX OKB (LAXE),JM70,,BURP28,3,ZLA,ZLA
BUR,BUR V186 PDZ ONT,ONT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ ONT,ONT,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR FIM OXR,OXR,,,,TEC,BUR VNY WHP TO OXR CMA NTD,JMPQ40,,BURP38,3,ZLA,ZLA
BUR,BUR V186 PDZ POC,POC,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ POC,POC,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR V186 PDZ RAL,RAL,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ RAL,RAL,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR V186 PDZ REI,REI,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,
BUR,BUR V186 ITSME V264 POM V197 PDZ REI,REI,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,
BUR,BUR V186 PDZ RIR,RIR,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ RIR,RIR,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR V186 PDZ RIV,RIV,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ RIV,RIV,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR V186 ROBNN V208 JLI RNM,RNM,,,,TEC,BUR VNY WHP TO RNM,PQ70,,BURP35,5,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 OCN V208 JLI RNM,RNM,,,,TEC,BUR VNY WHP TO RNM,JM90,,BURP36,6,ZLA,ZLA
BUR,BUR VNY V186 ROBNN V458 JLI RNM,RNM,,,,TEC,BUR VNY WHP TO RNM (LAXE),JM70,,BURP37,7,ZLA,ZLA
BUR,BUR V186 BAYJY V363 DANAH V165 SARGS SAN,SAN,,,,TEC,BUR VNY WHP TO SAN (SANE),PQ50,,BURP32,11,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V165 SARGS SAN,SAN,,,,TEC,BUR VNY WHP TO SAN (SANE),J110M90,,BURP33,12,ZLA,ZLA
BUR,BUR V186 POM164 V25 REDIN V165 SARGS SAN,SAN,,,,TEC,BUR VNY WHP TO SAN (SANE) (LAXE),JM70,,BURP34,13,ZLA,ZLA
BUR,BUR V186 HAILE V66 MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,14,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI171 LAX118 CARDI MZB320 MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,15,ZLA,ZLA
BUR,BUR VNY V186 HAILE V66 MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,16,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 KELPS MZB SAN,SAN,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,17,ZLA,ZLA
BUR,BUR FIM V186 DEANO V27 KWANG SBA,SBA,,,,TEC,BUR VNY WHP TO SBA,JMPQ60,,BURP39,3,ZLA,ZLA
BUR,BUR V186 PDZ SBD,SBD,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,PQ50,,BURP8,1,ZLA,ZLA
BUR,BUR V186 ITSME V264 POM V197 PDZ SBD,SBD,,,,TEC,BUR VNY WHP TO CNO EMT REI L65 AJO ONT POC RAL RIR RIV SBD,JM70,,BURP9,2,ZLA,ZLA
BUR,BUR V186 HAILE V66 MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI171 LAX118 CARDI MZB320 MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
BUR,BUR VNY V186 HAILE V66 MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 KELPS MZB SDM,SDM,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
BUR,BUR V186 HAILE V66 MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,PQ90,,BURP29,1,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI171 LAX118 CARDI MZB320 MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,J110,,BURP30B,2,ZLA,ZLA
BUR,BUR VNY V186 HAILE V66 MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE (LAXE),J110M90,,BURP31,3,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI V23 KELPS MZB SEE,SEE,,,,TEC,BUR VNY WHP TO MYF NRS NZY SAN SDM SEE,M90,,BURP30A,4,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI SLI,SLI,,,,TEC,BUR VNY WHP TO FUL SLI TOA (LAXE),JM50,,BURP22,1,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI SLI,SLI,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,2,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SLI,SLI,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,3,ZLA,ZLA
BUR,BUR VNY095 DARTS SMO,SMO,,,,TEC,BUR VNY WHP TO SMO,JMPQ50,,BURP6,3,ZLA,ZLA
BUR,BUR V186 BAYJY V363 POXKU V8 SLI SNA,SNA,,,,TEC,BUR VNY WHP TO SNA,PQ50,,BURP20,3,ZLA,ZLA
BUR,BUR V186 BAYJY V363 POXKU V8 SLI SNA,SNA,,,,TEC,BUR VNY WHP TO SNA (LAXE),JM50,,BURP23,4,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI SNA,SNA,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,5,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI TOA,TOA,,,,TEC,BUR VNY WHP TO FUL SLI TOA (LAXE),JM50,,BURP22,1,ZLA,ZLA
BUR,BUR V186 ADAMM V394 SLI TOA,TOA,,,,TEC,BUR VNY WHP TO LGB FUL SLI TOA,PQ50,,BURP19,2,ZLA,ZLA
BUR,BUR TWINE V518 KIMMO V459 SLI TOA,TOA,,,,TEC,BUR VNY WHP TO LGB SNA FUL SLI TOA,JM90,,BURP21,3,ZLA,ZLA
BVL,BVL BVL BVL2 SLC,SLC,,,,SHD,TRAFFIC ARRIVING SALT LAKE CITY TERMINAL AREA,,,WEST OVER BVL,1,,ZLC
BWI,BWI PALEO3 SIE AVALO T320 ORCHA 21N,21N,,,,L,,AOA 7000,TWIN ENGINE,,1,ZDC,ZNY
BWI,BWI VINNY V93 LRP V39 ETX ABE,ABE,,,,TEC,,7000,,,1,ZDC,ZNY
BWI,BWI SWANN3 SWANN BROSS Q419 RBV Q430 RIFLE DEEPO1 ACK,ACK,,,,H,,,,,3,ZDC,ZBW
BWI,BWI PALEO V44 SIE AVALO T320 ORCHA LIBBE FLAPE DEEPO ACK,ACK,1100-0300,,,L,,110-170 INCL,,,1,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 EEGOR CARLD V188 GON T216 NEWBE T300 DEEPO ACK,ACK,,,,L,,5000,SINGLE ENGINE ONLY,,2,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 ORCHA SEY NEWBE DEEPO ACK,ACK,,,,L,,7000,TWIN ENGINE,,3,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 EEGOR CARLD V188 GON T216 NEWBE T300 DEEPO ACK,ACK,,,,L,,7000,SINGLE ENGINE ONLY,,4,ZDC,ZBW
BWI,BWI PALEO3 SIE AVALO T320 GON T216 NEWBE T300 DEEPO ACK,ACK,,,,TEC,,AOA 7000,TWIN ENGINE,,1,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH T315 ACY ACY,ACY,,,,TEC,,AOB 7000,,,1,ZDC,ZDC
BWI,BWI SWANN3 SWANN BROSS Q419 RBV Q22 LLUND TRUDE V487 CANAN ALB,ALB,1100-0300,,,H,,,,,1,ZDC,ZBW
BWI,BWI V93 LRP V499 CFB V270 DNY ALB,ALB,1100-0400,,,L,,,,,1,ZDC,ZBW
BWI,BWI TERPZ7 FLASK OZZZI1 ATL,ATL,1100-0300,,,H,,,,,2,ZDC,ZTL
BWI,BWI TERPZ7 MAULS Q40 ALEAN VXV SQS SWB LUKKN WLEEE7 AUS,AUS,,,,H,,,,,1,ZDC,ZHU
BWI,BWI TERPZ7 MAULS Q40 FEEDS SUG AVL,AVL,1100-0400,,,H,,,TURBOJETS,,1,ZDC,ZTL
BWI,BWI VINNY V93 LVZ AVP,AVP,,,,TEC,,7000,,,1,ZDC,ZNY
BWI,BWI SWANN3 SWANN BROSS Q419 DPK DPK3 BDL,BDL,1100-0300,,,H,,,,,1,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 EEGOR BDL,BDL,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 BEADS HTO DPK3 BDL,BDL,,,,TEC,,7000,TWIN ENGINE,,2,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 EEGOR BDL,BDL,,,,TEC,,7000,SINGLE ENGINE ONLY,,3,ZDC,ZBW
BWI,BWI PALEO3 PALEO AGARD WNSTN Q445 BRIGS Q439 SARDI RICED KEYED BDR,BDR,1100-0300,,,H,,,,,1,ZDC,ZNY
BWI,BWI SWANN T358 ENO T224 JFK T315 EEGOR BDR,BDR,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZNY
BWI,BWI SWANN T358 AVALO T320 RICED KEYED BDR,BDR,,,,TEC,,7000,TWIN ENGINE,,2,ZDC,ZNY
BWI,BWI SWANN T358 LEEAH V1 JFK T315 EEGOR BDR,BDR,,,,TEC,,7000,SINGLE ENGINE ONLY,,3,ZDC,ZNY
BWI,BWI SWANN3 SWANN BROSS Q419 DPK MAD HFD DREEM2 BED,BED,,,,H,,,,,1,ZDC,ZBW
BWI,BWI VINNY V93 LRP V499 CFB BGM,BGM,1100-0300,,,L,,,,,1,ZDC,ZNY
BWI,BWI VINNY V93 LRP V499 CFB BGM,BGM,,,,TEC,,7000,,,1,ZDC,ZNY
BWI,BWI SWANN3 SWANN BROSS Q419 RBV Q22 FOXWD BOS BGR,BGR,,,,H,,,,,2,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 HFD CLOWW BGR,BGR,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 GDM CLOWW BGR,BGR,,,,TEC,,7000,TWIN ENGINE,,2,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 HFD CLOWW BGR,BGR,,,,TEC,,7000,SINGLE ENGINE AND /E. /F. /G ONLY,,3,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 HFD CLOWW BHB,BHB,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 GDM CLOWW BHB,BHB,,,,TEC,,7000,TWIN ENGINE,,2,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 HFD CLOWW BHB,BHB,,,,TEC,,7000,SINGLE ENGINE AND /E. /F. /G ONLY,,3,ZDC,ZBW
BWI,BWI TERPZ7 MAULS Q40 NIOLA DIODE BHM,BHM,1100-0300,,,H,,,TURBOJETS,,1,ZDC,ZTL
BWI,BWI TERPZ7 OTTTO Q80 DEWAK GROAT PASLY4 BNA,BNA,1100-0300,,,H,,,TURBOJETS,,1,ZDC,ZME
BWI,BWI SWANN3 SWANN BROSS Q419 JFK ROBUC3 BOS,BOS,,,,H,,,TURBOJETS: DME/DME/IRU OR GNSS REQUIRED,,3,ZDC,ZBW
BWI,BWI PALEO3 SIE AVALO T320 YANTC T224 WOONS BOS,BOS,1100-0300,,,L,,90-170 INCL. PROPS,,,1,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 HFD DREEM BOS,BOS,,,,TEC,TO BOSTON(NO SATS),5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 HFD V3 WOONS BOS,BOS,,,,TEC,,5000,SINGLE ENGINE ONLY,,2,ZDC,ZBW
BWI,BWI SWANN T358 ENO T224 JFK T315 HFD FOSTY WOONS BOS,BOS,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,3,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 YANTC T224 FOSTY WOONS BOS,BOS,,,,TEC,,7000,TWIN ENGINE,,4,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 YANTC T224 WOONS BOS,BOS,,,,TEC,TO BOSTON(NO SATS),7000,TWIN ENGINE,,5,ZDC,ZBW
BWI,BWI SWANN T358 AVALO T320 YANTC T224 WOONS BOS,BOS,,,,TEC,,7000,TWIN ENGINE,,6,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 HFD DREEM BOS,BOS,,,,TEC,TO BOSTON(NO SATS),7000,SINGLE ENGINE ONLY,,7,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 HFD FOSTY WOONS BOS,BOS,,,,TEC,,7000,SINGLE ENGINE AND /E. /F. /G ONLY,,8,ZDC,ZBW
BWI,BWI SWANN T358 LEEAH V1 JFK T315 HFD V3 WOONS BOS,BOS,,,,TEC,,7000,SINGLE ENGINE ONLY,,9,ZDC,ZBW
BWI,BWI SWANN3 SWANN BROSS Q419 RBV Q22 LLUND CAM BTV,BTV,,,,H,,,,,1,ZDC,ZBW
BWI,BWI TERPZ7 MAULS Q40 ALEAN VXV CHA,CHA,1100-0300,,,H,,,TURBOJETS,,1,ZDC,ZTL
BWI,BWI V44 MRB V143 CEROL CHO,CHO,1100-0300,,,L,,BLO 110,,,1,ZDC,ZDC
BWI,BWI CONLE4 SCOOB DFENC Q109 LAANA AMYLU AMYLU3 CHS,CHS,,,,H,FROM BWI.DMW.ESN.FDK.GAI.MTN TO CHS.JZI,,TURBOJETS,,3,ZDC,ZJX
BWI,BWI TERPZ7 JERES J211 JST UPPRR TRYBE4 CLE,CLE,,,,H,,,TURBOJETS,,1,ZDC,ZOB
BWI,BWI TERPZ7 GLANC LYH CHSLY5 CLT,CLT,,,,H,,,,,1,ZDC,ZTL
BWI,BWI TERPZ7 RAMAY Q72 HACKS SCRLT SCRLT1 CMH,CMH,,,,H,,,TURBOJETS,,1,ZDC,ZID
BWI,BWI TERPZ7 OTTTO COLNS GAVNN6 CVG,CVG,,,,H,,,RNAV TURBOJETS,,1,ZDC,ZID
BWI,BWI VINNY HAR CXY,CXY,,,,TEC,,7000,,,1,ZDC,ZNY
BWI,BWI TERPZ7 JERES J227 ULW SYR ART DEANS-STAR CYOW,CYOW,,,,H,,,,,1,ZDC,CZU
BWI,BWI SWANN3 SWANN BROSS Q419 RBV Q22 LLUND CAM JASDU PBERG CARTR-STAR CYUL,CYUL,,,,H,,,,,1,ZDC,CZU
BWI,BWI TERPZ7 JERES J220 SFK WOZEE LINNG-STAR CYYZ,CYYZ,,,,H,,,,,1,ZDC,CZY
BWI,BWI TERPZ7 OTTTO Q80 FAREV RAMRD Q68 LITTR DIRRK HIBIL3 DAL,DAL,,,,H,,,,,1,ZDC,ZFW
BWI,BWI TERPZ7 RAMAY Q72 HACKS APE DANEI3 DAY,DAY,1100-0300,,,H,,,TURBOJETS,,1,ZDC,ZID
BWI,BWI  DCA,DCA,,,,TEC,DIRECT,4000,,,1,ZDC,ZDC
BWI,BWI TERPZ7 JERES J211 HAGUD WWSHR FOREY2 DET,DET,,,,H,TO DETROIT SATS(DET.ARB.PTK.YIP.CYQG),,TURBOJETS: DME/DME/IRU OR GPS REQUIRED,,1,ZDC,ZOB
BWI,BWI TERPZ7 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW SEEVR4 DFW,DFW,,,,H,,,,DFW SOUTH FLOW,1,ZDC,ZFW
BWI,BWI TERPZ7 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW BRDJE4 DFW,DFW,,,,H,,,,DFW NORTH FLOW,2,ZDC,ZFW
BWI,BWI TERPZ7 MCRAY Q178 KOZAR KLYNK3 DTW,DTW,,,,H,,,,DTW NORTH FLOW,3,ZDC,ZOB
BWI,BWI TERPZ7 MCRAY Q178 KOZAR BONZZ2 DTW,DTW,,,,H,,,,DTW SOUTH FLOW,4,ZDC,ZOB
BWI,BWI PALEO3 SIE AVALO T320 RICED RICED4 DXR,DXR,,,,L,TO DXR.HPN,AOA 7000,TWIN ENGINE,,1,ZDC,ZNY
